number,beeldbank_link,image_link,type,research_and_notes,specific_location,longitude,latitude,number_of_people,children,adults,people_identified,source
114299,https://beeldbankwo2.nl/nl/beelden/detail/6ada4396-025a-11e7-904b-d89d6717b464/media/8a2f8d1b-6be3-341b-adda-94b3734d62ab?mode=detail&view=horizontal&q=114299&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/8a2f8d1b-6be3-341b-adda-94b3734d62ab.jpg',portrait,Musicians at mixed marriage camp 't Zand,"Camp 't Zand, 't Zand",4.733940,52.822295,16,0,16,0,
161073,https://beeldbankwo2.nl/nl/beelden/detail/b6938220-025a-11e7-904b-d89d6717b464/media/d18a265c-4a43-e545-8fcc-2c6e1555b561?mode=detail&view=horizontal&q=161073&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/d18a265c-4a43-e545-8fcc-2c6e1555b561.jpg',photograph,Two boys with fretsaw at Westerbork,"Camp Westerbork, Hooghalen",6.607226,52.9179,2,2,0,0,
161225,https://beeldbankwo2.nl/nl/beelden/detail/b6d00a7e-025a-11e7-904b-d89d6717b464/media/4a6ebf2b-12f4-149d-b73e-069abb3307d3?mode=detail&view=horizontal&q=161225&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/4a6ebf2b-12f4-149d-b73e-069abb3307d3.jpg',portrait,Workcamp Rouweveen is Camp Conrad. One of these people is Jozef Isaac,"Camp Conrad, Rouweveen ",6.176944,52.634722,6,0,6,1,
161281,https://beeldbankwo2.nl/nl/beelden/detail/b6e9a4ca-025a-11e7-904b-d89d6717b464/media/67e0e6ed-becb-ef27-0221-39393b93c450?mode=detail&view=horizontal&q=161281&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/67e0e6ed-becb-ef27-0221-39393b93c450.jpg',portrait,group picture at De Landweer,"Camp De Landweer, Elsloo",6.2375,52.942778,17,0,17,0,Beeldbank
161309,https://beeldbankwo2.nl/nl/beelden/detail/b6f42da0-025a-11e7-904b-d89d6717b464/media/087dd4c1-a73f-afad-23d6-25ee3d70ccab?mode=detail&view=horizontal&q=161309&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/087dd4c1-a73f-afad-23d6-25ee3d70ccab.jpg',portrait,"wedding picture Reizla Goldfarb and Richard Heinz Silberberg, Den Haag, 1942",Den Haag,4.293387,52.077753,2,0,2,2,Beeldbank
161346,https://beeldbankwo2.nl/nl/beelden/detail/b70220cc-025a-11e7-904b-d89d6717b464/media/8cace25d-eaed-f6ad-b87e-835eacbfb4db?mode=detail&view=horizontal&q=161346&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/8cace25d-eaed-f6ad-b87e-835eacbfb4db.jpg',portrait,Group photo while working at Camp De Vecht,"Camp De Vecht, Dalfsen",6.278183,52.507647,7,0,7,0,De Vecht - Joodse Werkkampen
161415,https://beeldbankwo2.nl/nl/beelden/detail/b71d7908-025a-11e7-904b-d89d6717b464/media/6556f97a-14d1-3ab9-4b45-de942cfd8344?mode=detail&view=horizontal&q=161415&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/6556f97a-14d1-3ab9-4b45-de942cfd8344.jpg',portrait,Group photograph of men working at De Fledders,"Camp De Fledders, Westervelde",6.450832,53.038055,8,0,8,0,Beeldbank
161416,https://beeldbankwo2.nl/nl/beelden/detail/b71dd808-025a-11e7-904b-d89d6717b464/media/12976ada-af06-86fd-c215-ecd963d4f7b0?mode=detail&view=horizontal&q=161416&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/12976ada-af06-86fd-c215-ecd963d4f7b0.jpg',portrait,Group portrait at De Fledders,"Camp De Fledders, Westervelde",6.450833,53.038056,29,0,29,0,Beeldbank
161417,https://beeldbankwo2.nl/nl/beelden/detail/b71e2ec0-025a-11e7-904b-d89d6717b464/media/7f39365f-60af-3be9-9579-44b5b713f358?mode=detail&view=horizontal&q=161417&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/7f39365f-60af-3be9-9579-44b5b713f358.jpg',portrait,Portrait in front of 'De Fledders' sign,"Camp De Fledders, Westervelde",6.450834,53.038057,4,0,4,0,Beeldbank
161419,https://beeldbankwo2.nl/nl/beelden/detail/b71ee748-025a-11e7-904b-d89d6717b464/media/9737db3e-83b7-7e9e-b3d1-b61e792bef89?mode=detail&view=horizontal&q=161419&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/9737db3e-83b7-7e9e-b3d1-b61e792bef89.jpg',portrait,"Two men, one in suit, could be important","Camp De Fledders, Westervelde",6.450835,53.038058,2,0,2,0,Beeldbank
161475,https://beeldbankwo2.nl/nl/beelden/detail/b734bc6c-025a-11e7-904b-d89d6717b464/media/37d32ed3-5978-638d-f478-0b4583815e7c?mode=detail&view=horizontal&q=161475&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/37d32ed3-5978-638d-f478-0b4583815e7c.jpg',portrait,Jansje and Benjamin Pais from Harlingen shortly before their deportation...,"Harlingen, Friesland",5.431536,53.169912,2,0,2,2,Beeldbank
66441,https://beeldbankwo2.nl/nl/beelden/detail/172c705c-025a-11e7-904b-d89d6717b464/media/ccdea26c-f94e-8d9f-4b69-f509d02854d3?mode=detail&view=horizontal&q=66441&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/ccdea26c-f94e-8d9f-4b69-f509d02854d3.jpg',photograph,"Chanoeka in 'big barak', lot of people. Breslauer photograph","Camp Westerbork, Hooghalen",6.607222,52.9175,30+,15+,15+,0,
66443,https://beeldbankwo2.nl/nl/beelden/detail/172d6548-025a-11e7-904b-d89d6717b464/media/d54e29fb-209b-c5c3-45f8-ae13fff460c6?mode=detail&view=horizontal&q=66443&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/d54e29fb-209b-c5c3-45f8-ae13fff460c6.jpg',portrait,Chanoeka in 'big barak'. Breslauer photograph,"Camp Westerbork, Hooghalen",6.607223,52.9176,30+,15+,15+,0,
221894,https://beeldbankwo2.nl/nl/beelden/detail/7107b11a-e002-b062-9427-b5803b2433ac/media/75e06170-8ffd-e736-0d7d-d96585318d50?mode=detail&view=horizontal&q=221894&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/75e06170-8ffd-e736-0d7d-d96585318d50.jpg',portrait,"Sittard, may 1942. Philip Silbernberg goes to cityphotographer Wulms in Sittard to take his picture in costume and with jodenster. He told his son Herman: “Boy, be proud of it”. Philip and his wife Jeanette were murdered in Auschwitz. Roosje en Herman, their children, survived because they hid during deportations.","Sittard, Limburg",5.866582,50.99762,1,0,1,1,
66062,https://beeldbankwo2.nl/nl/beelden/detail/169d265e-025a-11e7-904b-d89d6717b464/media/1f265d78-b189-3070-f379-63e4c1ac4367?mode=detail&view=horizontal&q=66062&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/f67a2386-637f-6227-9a13-c48fd438ad21.jpg',photograph,Jewish orderservice/shift on the Àppel square. Arthur Pisk service leader.,"Camp Westerbork, Hooghalen",6.607223,52.9176,12,0,12,1,
66063,https://beeldbankwo2.nl/nl/beelden/detail/169d7ea6-025a-11e7-904b-d89d6717b464/media/f67a2386-637f-6227-9a13-c48fd438ad21?mode=detail&view=horizontal&q=66063&rows=1&page=1,https://images.memorix.nl/niod/download/default/f67a2386-637f-6227-9a13-c48fd438ad21.jpg,photograph,"Arthur Pisk apparently Jewish refugee from Austria. This is a fire drill, Arthur in charge.","Camp Westerbork, Hooghalen",6.607224,52.9177,3,0,2,1,
66215,https://beeldbankwo2.nl/nl/beelden/detail/16d3aaa8-025a-11e7-904b-d89d6717b464/media/d87bfcec-89f0-6dee-2fdd-f4e30a34b4d1?mode=detail&view=horizontal&q=66215&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/d87bfcec-89f0-6dee-2fdd-f4e30a34b4d1.jpg',photograph,Women and men working to build new baraks. Here they are transporting bricks,"Camp Westerbork, Hooghalen",6.607225,52.9178,2,2,0,2,
66216,https://beeldbankwo2.nl/nl/beelden/detail/16d400ac-025a-11e7-904b-d89d6717b464/media/62e0e9fd-1e6c-e594-fb03-46c4e162ede7?mode=detail&view=horizontal&q=66216&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/ac664f14-9423-67c4-c903-fb3a4fef9426.jpg',photograph,Women working to build new baraks. Here they are transporting bricks,"Camp Westerbork, Hooghalen",6.607226,52.9179,4,0,4,0,
66256,https://beeldbankwo2.nl/nl/beelden/detail/16e25120-025a-11e7-904b-d89d6717b464/media/ac664f14-9423-67c4-c903-fb3a4fef9426?mode=detail&view=horizontal&q=66256&rows=1&page=1,https://images.memorix.nl/niod/download/default/f3a82248-bdb2-7c63-53fe-5450e0132770.jpg,photograph,In the technical barak where a piece of a flying vehicle is being repaired. Picture Breslauer,"Camp Westerbork, Hooghalen",6.607227,52.9180,2,0,2,0,
66268,https://beeldbankwo2.nl/nl/beelden/detail/16e70a3a-025a-11e7-904b-d89d6717b464/media/83bf22fb-a11a-1e2f-6fec-b332a4b02240?mode=detail&view=horizontal&q=66268&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/83bf22fb-a11a-1e2f-6fec-b332a4b02240.jpg',photograph,"This person has apparently been found when he was hiding. He got taken to Westerbork but to a different section, the 'Strafcompagnie'.","Camp Westerbork, Hooghalen",6.607228,52.9181,1,0,1,0,
161172,https://beeldbankwo2.nl/nl/beelden/detail/b6bbf976-025a-11e7-904b-d89d6717b464/media/e26205f7-665c-5b16-a67c-1243612fe073?mode=detail&view=horizontal&q=161172&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/e26205f7-665c-5b16-a67c-1243612fe073.jpg',,,"Camp Westerbork, Hooghalen",6.607228,52.9181,,,,,
161412,https://beeldbankwo2.nl/nl/beelden/detail/b71c52da-025a-11e7-904b-d89d6717b464/media/ce25bf30-1040-1bdd-09b9-dc118e389a5d?mode=detail&view=horizontal&q=161412&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/ce25bf30-1040-1bdd-09b9-dc118e389a5d.jpg,,,"Retiefstraat, Amsterdam",4.92278412892761,52.355762001482200,,,,,
161572,,,,,Noord-Holland ,,,,,,,
115016,https://beeldbankwo2.nl/nl/beelden/detail/6c4d55d8-025a-11e7-904b-d89d6717b464/media/b243bb5c-35c9-086d-36fd-d80662901430?mode=detail&view=horizontal&q=115016&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/b243bb5c-35c9-086d-36fd-d80662901430.jpg',,,"Van Det School, Amsterdam",4.854923825232970,52.34096955832950,,,,,
161169,https://beeldbankwo2.nl/nl/beelden/detail/b6badf28-025a-11e7-904b-d89d6717b464/media/3668d5d1-b840-9b0e-0f0a-411358c1db94?mode=detail&view=horizontal&q=161169&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/3668d5d1-b840-9b0e-0f0a-411358c1db94.jpg',,,"Centraal Israelisch Ziekenhuis, Amsterdam ",4.8772000712668600,52.3531747949408,,,,,
161170,https://beeldbankwo2.nl/nl/beelden/detail/b6bb3b30-025a-11e7-904b-d89d6717b464/media/3a7c14fe-0e8b-63c9-7e10-4b7914af053c?mode=detail&view=horizontal&q=161170&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/3a7c14fe-0e8b-63c9-7e10-4b7914af053c.jpg',,,"Centraal Israelisch Ziekenhuis, Amsterdam ",4.8772000712668600,52.3531747949408,,,,,
161297,https://beeldbankwo2.nl/nl/beelden/detail/b6efbb8a-025a-11e7-904b-d89d6717b464/media/7e608495-f764-6259-4e08-dd1250c7d55a?mode=detail&view=horizontal&q=161297&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/7e608495-f764-6259-4e08-dd1250c7d55a.jpg',,,Amsterdam ,4.897070,52.377956,,,,,
161299,https://beeldbankwo2.nl/nl/beelden/detail/b6f074bc-025a-11e7-904b-d89d6717b464/media/482e01b8-8c40-0e34-1485-39acee780341?mode=detail&view=horizontal&q=161299&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/482e01b8-8c40-0e34-1485-39acee780341.jpg',,,"Afrikanerplein, Amsterdam ",4.916969840574530,52.35197905269190,,,,,
161420,https://beeldbankwo2.nl/nl/beelden/detail/b71f495e-025a-11e7-904b-d89d6717b464/media/2b8611e1-4b23-c3c9-c079-3b5208e2f58f?mode=detail&view=horizontal&q=161420&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/2b8611e1-4b23-c3c9-c079-3b5208e2f58f.jpg',,,"Camp De Fledders, Westervelde ",6.450833,53.038056,,,,,
161484,https://beeldbankwo2.nl/nl/beelden/detail/b739bb72-025a-11e7-904b-d89d6717b464/media/ad4d285d-8f81-6a9e-4d9a-5b9ca9c28ee9?mode=detail&view=horizontal&q=161484&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/ad4d285d-8f81-6a9e-4d9a-5b9ca9c28ee9.jpg',,,"Camp Vledder, Vledder",5.286.113,619.821,,,,,
161517,https://beeldbankwo2.nl/nl/beelden/detail/b7478fcc-025a-11e7-904b-d89d6717b464/media/caddd7ef-1e2d-de21-41c2-955d7fb237b2?mode=detail&view=horizontal&q=161517&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/caddd7ef-1e2d-de21-41c2-955d7fb237b2.jpg',,,Haarlem,4.644593,52.380627,,,,,
161527,https://beeldbankwo2.nl/nl/beelden/detail/b74b4f18-025a-11e7-904b-d89d6717b464/media/e1171d39-71b4-95ab-9f53-3725ccaa7dff?mode=detail&view=horizontal&q=161527&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/e1171d39-71b4-95ab-9f53-3725ccaa7dff.jpg',,,"Old 'Vleeshal', Amsterdam ",4.902976,52.367824,,,,,
161563,https://beeldbankwo2.nl/nl/beelden/detail/b75900b8-025a-11e7-904b-d89d6717b464/media/4054f3d9-0f55-a034-2d57-c2a90d4a7440?mode=detail&view=horizontal&q=161563&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/4054f3d9-0f55-a034-2d57-c2a90d4a7440.jpg',,,s-Hertogenbosch ,5.311968,51.701720,,,,,
161571,https://beeldbankwo2.nl/nl/beelden/detail/b75bc794-025a-11e7-904b-d89d6717b464/media/ab91e76a-e74c-0f9e-6bc8-5ef551cc0b47?mode=detail&view=horizontal&q=161571&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/ab91e76a-e74c-0f9e-6bc8-5ef551cc0b47.jpg',,Rubensstraat 72 – clothing depot Joodsche Vrouwenraad,"Clothes Supply Department, The Jewish Council, Amsterdam ",4.873605669505860,52.34598441307740,,,,,
112724,https://beeldbankwo2.nl/nl/beelden/detail/680b81de-025a-11e7-904b-d89d6717b464/media/c767def3-d1da-bafd-9dc8-3c1c557d0e31?mode=detail&view=horizontal&q=112724&rows=1&page=2,https://images.memorix.nl/niod/thumb/mediabank-horizontal/c767def3-d1da-bafd-9dc8-3c1c557d0e31.jpg',,,Amsterdam ,4.897070,52.377956,,,,,
112957,https://beeldbankwo2.nl/nl/beelden/detail/687a8cd2-025a-11e7-904b-d89d6717b464/media/189b7211-bb3b-313d-3d4b-8713e4c6cc73?mode=detail&view=horizontal&q=112957&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/189b7211-bb3b-313d-3d4b-8713e4c6cc73.jpg',,,"Jodenbreestraat, Amsterdam ",4.9025944405751600,52.369030882757300,,,,,
66371,https://beeldbankwo2.nl/nl/beelden/detail/170e8e2a-025a-11e7-904b-d89d6717b464/media/cf99a05a-79b6-03c7-7fce-893d28026cc9?mode=detail&view=horizontal&q=66371&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/cf99a05a-79b6-03c7-7fce-893d28026cc9.jpg',,,"Camp Westerbork, Hooghalen",6.607228,52.9181,,,,,
73758,https://beeldbankwo2.nl/nl/beelden/detail/2487461e-025a-11e7-904b-d89d6717b464/media/eaee32e1-61c4-750a-4ad6-220bf1c28742?mode=detail&view=horizontal&q=73758&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/eaee32e1-61c4-750a-4ad6-220bf1c28742.jpg',,,Kerkrade ,6.026695,50.870249,,,,,
66273,https://beeldbankwo2.nl/nl/beelden/detail/16e92932-025a-11e7-904b-d89d6717b464/media/0c5f95ac-1cf3-1366-12be-d7797c803ba4?mode=detail&view=horizontal&q=66273&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/0c5f95ac-1cf3-1366-12be-d7797c803ba4.jpg',,,"Camp Westerbork, Hooghalen",6.607228,52.9181,,,,,
96872,https://beeldbankwo2.nl/nl/beelden/detail/4de263c2-025a-11e7-904b-d89d6717b464/media/97446f1d-6482-87c3-e087-b3f54f469c1f?mode=detail&view=horizontal&q=96872&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/97446f1d-6482-87c3-e087-b3f54f469c1f.jpg',,,"Polderweg, Amsterdam ",4.930700,52.360012,,,,,
161579,https://beeldbankwo2.nl/nl/beelden/detail/b75ea586-025a-11e7-904b-d89d6717b464/media/65233a9a-f74e-1881-4e3e-d575876c0095?mode=detail&view=horizontal&q=161579&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/65233a9a-f74e-1881-4e3e-d575876c0095.jpg',,,"Plantage Parklaan, Amsterdam",4.907523,52.368991,,,,,
96927,https://beeldbankwo2.nl/nl/beelden/detail/4dfbaf1c-025a-11e7-904b-d89d6717b464/media/cbdbd99e-bb4d-b2c4-9be5-9505eb276038?mode=detail&view=horizontal&q=96927&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/cbdbd99e-bb4d-b2c4-9be5-9505eb276038.jpg',,,"Jodenbuurt, Amsterdam",4.902165,52.369105,,,,,
123437,https://beeldbankwo2.nl/nl/beelden/detail/7af7bd08-025a-11e7-904b-d89d6717b464/media/5046f670-63fe-de37-6bee-d28fbeada651?mode=detail&view=horizontal&q=123437&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/5046f670-63fe-de37-6bee-d28fbeada651.jpg',,,Leeuwarden ,5.793783,53.203583,,,,,
217762,https://beeldbankwo2.nl/nl/beelden/detail/2b5304d9-b225-05e8-3fb9-6e8a097210b2/media/58e17540-ee0b-e032-d241-79a374d63237?mode=detail&view=horizontal&q=217762&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/58e17540-ee0b-e032-d241-79a374d63237.jpg,,,"Children's Home, 192 Naarderstraat, Huizen",5.212148,52.296478,,,,,
217758,https://beeldbankwo2.nl/nl/beelden/detail/4f2a218b-bfad-290f-7cb0-602e5068344b/media/ccf7d707-6413-44ed-3660-f2831c16d992?mode=detail&view=horizontal&q=217758&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/ccf7d707-6413-44ed-3660-f2831c16d992.jpg,,,"Children's Home, 192 Naarderstraat, Huizen",5.212148,52.296478,,,,,
66089,https://beeldbankwo2.nl/nl/beelden/detail/16a69702-025a-11e7-904b-d89d6717b464/media/b3e188ac-14da-a19c-5f59-e55bbc503081?mode=detail&view=horizontal&q=66089&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/b3e188ac-14da-a19c-5f59-e55bbc503081.jpg,,,"Camp Westerbork, Hooghalen",6.607228,52.9181,,,,,
66107,https://beeldbankwo2.nl/nl/beelden/detail/16acc096-025a-11e7-904b-d89d6717b464/media/4b6c2160-008d-e4e4-0c6a-115154b80110?mode=detail&view=horizontal&q=66107&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/4b6c2160-008d-e4e4-0c6a-115154b80110.jpg,,,"Camp Westerbork, Hooghalen",6.607229,52.9182,,,,,
66109,https://beeldbankwo2.nl/nl/beelden/detail/16ad7c5c-025a-11e7-904b-d89d6717b464/media/6ed197d9-8eba-88a1-d2b7-4a7fd138dfae?mode=detail&view=horizontal&q=66109&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/6ed197d9-8eba-88a1-d2b7-4a7fd138dfae.jpg,,,"Camp Westerbork, Hooghalen",6.607230,52.9183,,,,,
66122,https://beeldbankwo2.nl/nl/beelden/detail/16b1f96c-025a-11e7-904b-d89d6717b464/media/a27d8180-fcd9-bbb6-de97-1a01b35bf8f6?mode=detail&view=horizontal&q=66122&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/a27d8180-fcd9-bbb6-de97-1a01b35bf8f6.jpg,,,"Camp Westerbork, Hooghalen",6.607231,52.9184,,,,,
161280,https://beeldbankwo2.nl/nl/beelden/detail/b6e9464c-025a-11e7-904b-d89d6717b464/media/c4f3df12-6379-18de-9e35-8042fcea7f5a?mode=detail&view=horizontal&q=161280&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/c4f3df12-6379-18de-9e35-8042fcea7f5a.jpg',,,"Camp de Landweer, Elsloo",6.2375,52.942778,,,,,
217756,https://beeldbankwo2.nl/nl/beelden/detail/a4588ee5-881b-d642-a869-35027d9f913f/media/7c37fc19-9dbd-d931-930d-ff1000f0c627?mode=detail&view=horizontal&q=217756&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/7c37fc19-9dbd-d931-930d-ff1000f0c627.jpg,,,"Children's Home, 192 Naarderstraat, Huizen",5.212148,52.296478,,,,,
217760,https://beeldbankwo2.nl/nl/beelden/detail/b0573f63-603e-530d-fb2a-d3274653ffb3/media/ce8d8eaf-c6db-a963-d009-3d2ced78fc61?mode=detail&view=horizontal&q=217760&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/ce8d8eaf-c6db-a963-d009-3d2ced78fc61.jpg,,,"Children's Home, 192 Naarderstraat, Huizen",5.212148,52.296478,,,,,
217764,https://beeldbankwo2.nl/nl/beelden/detail/74cdacb7-e1b6-567a-bf02-1c0385e713df/media/3b9d749a-e185-8ddb-efcd-d81d10f74f6e?mode=detail&view=horizontal&q=217764&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/3b9d749a-e185-8ddb-efcd-d81d10f74f6e.jpg,,,"Children's Home, 192 Naarderstraat, Huizen",5.212148,52.296478,,,,,
217759,https://beeldbankwo2.nl/nl/beelden/detail/31f09787-c063-1a9a-5950-edb42381489f/media/fc0b1a0c-faa8-c1f8-2f40-b30bb01124e5?mode=detail&view=horizontal&q=217759&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/fc0b1a0c-faa8-c1f8-2f40-b30bb01124e5.jpg,,,"Children's Home, 192 Naarderstraat, Huizen",5.212148,52.296478,,,,,
217765,https://beeldbankwo2.nl/nl/beelden/detail/f421e432-7a43-4237-e1ff-f1dedbad3b7e/media/35526d65-9e4c-d9e3-624a-3e16dbe3f093?mode=detail&view=horizontal&q=217765&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/35526d65-9e4c-d9e3-624a-3e16dbe3f093.jpg,,,"Children's Home, 192 Naarderstraat, Huizen",5.212148,52.296478,,,,,
217763,https://beeldbankwo2.nl/nl/beelden/detail/e9a0cd3b-cd3b-8745-590f-a522b935a4be/media/b68f9609-63fe-9ef4-ad70-cd9fb4802254?mode=detail&view=horizontal&q=217763&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/b68f9609-63fe-9ef4-ad70-cd9fb4802254.jpg,,,"Children's Home, 192 Naarderstraat, Huizen",5.212148,52.296478,,,,,
217757,https://beeldbankwo2.nl/nl/beelden/detail/db5c4a10-691f-2062-d5c8-0f212f08b139/media/d8d5a808-c69f-e479-f8c1-e99d6b7280c8?mode=detail&view=horizontal&q=217757&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/d8d5a808-c69f-e479-f8c1-e99d6b7280c8.jpg,,,"Children's Home, 192 Naarderstraat, Huizen",5.212148,52.296478,,,,,
217761,https://beeldbankwo2.nl/nl/beelden/detail/c38f0fac-07ba-1f71-3722-d56cba840bd5/media/a52b49be-ce6a-c634-d181-03bb12ea3bb7?mode=detail&view=horizontal&q=217761%5C&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/a52b49be-ce6a-c634-d181-03bb12ea3bb7.jpg,,,"Children's Home, 192 Naarderstraat, Huizen",5.212148,52.296478,,,,,
161282,https://beeldbankwo2.nl/nl/beelden/detail/b6e9fb14-025a-11e7-904b-d89d6717b464/media/a38c5e05-1ca4-ccf0-da7b-1168625b0894?mode=detail&view=horizontal&q=161282&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/a38c5e05-1ca4-ccf0-da7b-1168625b0894.jpg',,,"Camp de Landweer, Elsloo",6.2375,52.942778,,,,,
217766,https://beeldbankwo2.nl/nl/beelden/detail/c0f6acf0-1fd1-b11c-d398-a2f127995afd/media/8990ba21-c5e7-6b4f-31a6-347129338046?mode=detail&view=horizontal&q=217766&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/8990ba21-c5e7-6b4f-31a6-347129338046.jpg,,,"Children's Home, 192 Naarderstraat, Huizen",5.212148,52.296478,,,,,
161478,https://beeldbankwo2.nl/nl/beelden/detail/b737530a-025a-11e7-904b-d89d6717b464/media/67d68c51-3cc9-1d44-18cf-46269ed8977d?mode=detail&view=horizontal&q=161478&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/67d68c51-3cc9-1d44-18cf-46269ed8977d.jpg,,,"Hollandsche Schouwburg, Amsterdam",4.911038,52.366605,,,,,
96925,https://beeldbankwo2.nl/nl/beelden/detail/4dfabd3c-025a-11e7-904b-d89d6717b464/media/d2f36ea8-e9ad-c999-995f-adaf64cfa10b?mode=detail&view=horizontal&q=96925&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/d2f36ea8-e9ad-c999-995f-adaf64cfa10b.jpg,,,"Hollandsche Schouwburg, Amsterdam",4.911038,52.366605,,,,,
219785,https://beeldbankwo2.nl/nl/beelden/detail/7a9d9fd4-e4ff-ff3e-eba4-7e4a90209055/media/3b794541-530f-eaff-1df1-133d538b3425?mode=detail&view=horizontal&q=219785&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/3b794541-530f-eaff-1df1-133d538b3425.jpg,,,"De Nieuwe Synagoge, Amsterdam",4.903860,52.366935,,,,,
209948,https://beeldbankwo2.nl/nl/beelden/detail/f9426f82-025a-11e7-904b-d89d6717b464/media/1be5d2b2-be50-f8da-3c3b-6b9970e980ee?mode=detail&view=horizontal&q=209948&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/1be5d2b2-be50-f8da-3c3b-6b9970e980ee.jpg,,,"Sint Antoniesbreestraat, Jewish community, Amsterdam",4.900439,52.371958,,,,,
66206,https://beeldbankwo2.nl/nl/beelden/detail/16d08abc-025a-11e7-904b-d89d6717b464/media/cf0964c2-2593-7691-93d7-b4c9ea6838c6?mode=detail&view=horizontal&q=66206&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/cf0964c2-2593-7691-93d7-b4c9ea6838c6.jpg,,,"Camp Westerbork, Hooghalen",6.607228,52.9181,,,,,
